date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:29:02	452/452	---MCZ	200	added ('OK')	text/plain	date:Mon,%2008%20Sep%202025%2004:59:44%20GMT	https://www.solwaveenterprises.com/robots.txt		(from )
10:29:03	187915/187915	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2004:59:44%20GMT	https://www.solwaveenterprises.com/	C:/My%20Web%20Sites/solwae/www.solwaveenterprises.com/index.html	(from )
10:29:03	316411/316411	---MCZ	200	added ('OK')	text/css	date:Sat,%2006%20Sep%202025%2011:18:14%20GMT	https://www.solwaveenterprises.com/css/app.min.css?id=bc77b2e8ffce3978ddb01eeec11652f9	C:/My%20Web%20Sites/solwae/www.solwaveenterprises.com/css/app.minabaa.css	(from https://www.solwaveenterprises.com/)
10:29:04	48010/48010	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Jul%202025%2008:52:32%20GMT	https://www.solwaveenterprises.com/WhatsApp_Image_2025-07-19_at_12.21.57_PM-removebg-preview.png	C:/My%20Web%20Sites/solwae/www.solwaveenterprises.com/WhatsApp_Image_2025-07-19_at_12.21.57_PM-removebg-preview.png	(from https://www.solwaveenterprises.com/)
10:29:04	232018/232018	---M-Z	200	added ('OK')	text/css	etag:W/%2238a52-pl5P2Nub0EQN4tbXPJ580A/OSo0%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.7/dist/css/bootstrap.min.css	C:/My%20Web%20Sites/solwae/cdn.jsdelivr.net/npm/bootstrap@5.3.7/dist/css/bootstrap.min.css	(from https://www.solwaveenterprises.com/)
10:29:05	80821/80821	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213bb5-3ycqB+0w6vgCW2mcRXNrqdKE5NQ%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.7/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/solwae/cdn.jsdelivr.net/npm/bootstrap@5.3.7/dist/js/bootstrap.bundle.min.js	(from https://www.solwaveenterprises.com/)
10:29:05	169639/169639	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c3def1fa491cbc6f1ec255481504b680%22	https://cdn.moengage.com/release/dc_3/versions/2/moe_webSdk_webp.min.latest.js?app_id=3B160S1O9OIFHHNF6D7QAB6A	C:/My%20Web%20Sites/solwae/cdn.moengage.com/release/dc_3/versions/2/moe_webSdk_webp.min.latest8ed5.js	(from https://www.solwaveenterprises.com/)
10:29:06	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2008%20Sep%202025%2004:59:48%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/solwae/www.googletagmanager.com/gtm.55445.delayed	(from https://www.solwaveenterprises.com/)
10:29:07	0/0	---M--	302	error ('Found')	text/html		http://dynamic.criteo.com/js/ld/ld.js?a=117042	C:/My%20Web%20Sites/solwae/dynamic.criteo.com/js/ld/ld.6dfa3.delayed	(from https://www.solwaveenterprises.com/)
10:29:07	75113/75113	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2008%20Sep%202025%2004:59:49%20GMT	https://dynamic.criteo.com/js/ld/ld.js?a=117042	C:/My%20Web%20Sites/solwae/dynamic.criteo.com/js/ld/lddfa3.js	(from https://www.solwaveenterprises.com/)
10:29:07	232914/232914	---M-Z	200	added ('OK')	text/css	etag:W/%2238dd2-sjFlHg/Wi72HWBifvTZCxGLTT6Y%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/css/bootstrap.min.css	C:/My%20Web%20Sites/solwae/cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/css/bootstrap.min.css	(from https://www.solwaveenterprises.com/)
10:29:08	48010/48010	---M--	200	added ('OK')	image/png	date:Fri,%2005%20Sep%202025%2011:34:14%20GMT	https://www.solwaveenterprises.com/WhatsApp_Image_2025-07-19_at_12.21.57_PM-removebg-preview%20(1).png	C:/My%20Web%20Sites/solwae/www.solwaveenterprises.com/WhatsApp_Image_2025-07-19_at_12.21.57_PM-removebg-preview%20(1).png	(from https://www.solwaveenterprises.com/)
10:29:10	187915/187915	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2004:59:51%20GMT	https://www.solwaveenterprises.com/index.php	C:/My%20Web%20Sites/solwae/www.solwaveenterprises.com/index-2.html	(from https://www.solwaveenterprises.com/)
10:29:12	63120/63120	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2004:59:54%20GMT	https://www.solwaveenterprises.com/about.php	C:/My%20Web%20Sites/solwae/www.solwaveenterprises.com/about.html	(from https://www.solwaveenterprises.com/)
10:29:14	122973/122973	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2004:59:55%20GMT	https://www.solwaveenterprises.com/chakra.php	C:/My%20Web%20Sites/solwae/www.solwaveenterprises.com/chakra.html	(from https://www.solwaveenterprises.com/)
10:29:14	125635/125635	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2004:59:55%20GMT	https://www.solwaveenterprises.com/behra.php	C:/My%20Web%20Sites/solwae/www.solwaveenterprises.com/behra.html	(from https://www.solwaveenterprises.com/)
10:29:16	122834/122834	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2004:59:57%20GMT	https://www.solwaveenterprises.com/binda.php	C:/My%20Web%20Sites/solwae/www.solwaveenterprises.com/binda.html	(from https://www.solwaveenterprises.com/)
10:29:16	122462/122462	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2004:59:57%20GMT	https://www.solwaveenterprises.com/blogs.php	C:/My%20Web%20Sites/solwae/www.solwaveenterprises.com/blogs.html	(from https://www.solwaveenterprises.com/)
10:29:17	121076/121076	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2004:59:58%20GMT	https://www.solwaveenterprises.com/gallery.php	C:/My%20Web%20Sites/solwae/www.solwaveenterprises.com/gallery.html	(from https://www.solwaveenterprises.com/)
10:29:19	124311/124311	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2005:00:00%20GMT	https://www.solwaveenterprises.com/contact.php	C:/My%20Web%20Sites/solwae/www.solwaveenterprises.com/contact.html	(from https://www.solwaveenterprises.com/)
10:29:19	3626/3626	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2005:00:01%20GMT	https://www.solwaveenterprises.com/enquiry.php	C:/My%20Web%20Sites/solwae/www.solwaveenterprises.com/enquiry.html	(from https://www.solwaveenterprises.com/)
10:29:19	80421/80421	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213a25-1yL6mYLaiqSN+IJRuxiX8Twds7k%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/solwae/cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/js/bootstrap.bundle.min.js	(from https://www.solwaveenterprises.com/)
10:29:21	1240230/1240230	---M--	200	added ('OK')	image/png	date:Thu,%2031%20Jul%202025%2008:35:02%20GMT	https://www.solwaveenterprises.com/Add%20a%20subheading%20(23).png	C:/My%20Web%20Sites/solwae/www.solwaveenterprises.com/Add%20a%20subheading%20(23).png	(from https://www.solwaveenterprises.com/)
10:29:21	1146124/1146124	---M--	200	added ('OK')	image/png	date:Thu,%2031%20Jul%202025%2008:34:52%20GMT	https://www.solwaveenterprises.com/Add%20a%20subheading%20(24).png	C:/My%20Web%20Sites/solwae/www.solwaveenterprises.com/Add%20a%20subheading%20(24).png	(from https://www.solwaveenterprises.com/)
10:29:22	174225/174225	---M--	200	added ('OK')	image/png	date:Thu,%2031%20Jul%202025%2008:58:50%20GMT	https://www.solwaveenterprises.com/Add%20a%20subheading%20(26).png	C:/My%20Web%20Sites/solwae/www.solwaveenterprises.com/Add%20a%20subheading%20(26).png	(from https://www.solwaveenterprises.com/)
10:29:22	114290/114290	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Jul%202025%2008:53:37%20GMT	https://www.solwaveenterprises.com/IMG-20250714-WA0004.jpg	C:/My%20Web%20Sites/solwae/www.solwaveenterprises.com/IMG-20250714-WA0004.jpg	(from https://www.solwaveenterprises.com/)
10:29:23	132298/132298	---MCZ	200	added ('OK')	text/html	date:Mon,%2008%20Sep%202025%2005:00:05%20GMT	https://www.solwaveenterprises.com/jjm.php	C:/My%20Web%20Sites/solwae/www.solwaveenterprises.com/jjm.html	(from https://www.solwaveenterprises.com/)
